accepted_name,orig_no,taxon_no,taxon_name,difference,accepted_no,accepted_rank,parent_no,ref_pubyr,reference_no,is_extant,n_occs,family,genus,primary_reference
Vectipithex smithorum,352354,352354,Vectipithex smithorum,,352354,species,352353,2008,62212,extinct,7,Omomyidae,Vectipithex,J. J. Hooker and D. L. Harrison. 2008. A new clade of omomyid primates from the European Paleogene. Journal of Vertebrate Paleontology 28(3):826-840
Vectipithex raabi,352357,352358,Vectipithex raabi,,352357,species,352353,2008,62212,extinct,3,Omomyidae,Vectipithex,J. J. Hooker and D. L. Harrison. 2008. A new clade of omomyid primates from the European Paleogene. Journal of Vertebrate Paleontology 28(3):826-840
Vectipithex raabi,352360,352360,Nannopithex abderhaldeni,subjective synonym of,352357,species,352353,2008,62212,extinct,3,Omomyidae,Vectipithex,J. J. Hooker and D. L. Harrison. 2008. A new clade of omomyid primates from the European Paleogene. Journal of Vertebrate Paleontology 28(3):826-840
Necrolemur zitteli,385351,385351,Necrolemur zitteli,,385351,species,40818,2002,19527,extinct,5,Omomyidae,Necrolemur,"G. F. Gunnell and K. D. Rose. 2002. Tarsiiformes: Evolutionary history and adaptation. The Primate Fossil Record, W.C. Hartwig (ed.), Cambridge University Press."
Necrolemur edwardsi,374333,374333,Necrolemur edwardsi,,374333,species,40818,1986,10553,extinct,0,Omomyidae,Necrolemur,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Necrolemur anadoni,347165,347165,Necrolemur anadoni,,347165,species,40818,2015,60606,extinct,2,Omomyidae,Necrolemur,"R. Minwer-Barakat, J. Marigo, and S. Moya-Sola. 2015. Necrolemur anadoni, a new species of Microchoerinae (Omomyidae, Primates) from the Middle Eocene of Sant Jaume de Frontany a (Pyrenees, Northeastern Spain). American Journal of Physical Anthropology 158:730-744"
Necrolemur antiquus,347334,347334,Necrolemur antiquus,,347334,species,40818,2013,60673,extinct,15,Omomyidae,Necrolemur,"D. Becker, G. Rauber, and L. Scherler. 2013. New small mammal fauna of late Middle Eocene age from a fissure filling at La Verrerie de Roches (Jura, NW Switzerland). Revue de Paléobiologie, Genève 32(2):433-446"
Necrolemur parvulus,374332,374332,Necrolemur parvulus,,374332,species,40818,1986,10553,extinct,0,Omomyidae,Necrolemur,"J. J. Hooker. 1986. Mammals from the Bartonian (middle/late Eocene) of the Hampshire Basin, southern England. Bulletin of the British Museum (Natural History) 39(4):191-478"
Gazinius amplus,46584,46584,Gazinius amplus,,46584,species,40807,1982,3354,extinct,3,Omomyidae,Gazinius,F. S. Szalay. 1982. A Critique of Some Recently Proposed Paleogene Primate Taxa and Suggested Relationships. Folia Primatologica 37
Gazinius bowni,46585,46585,Gazinius bowni,,46585,species,40807,1995,1732,extinct,1,Omomyidae,Gazinius,"G. F. Gunnell. 1995. Omomyid primates (Tarsiiformes) from the Bridger Formation, middle Eocene, southern Green River Basin, Wyoming. Journal of Human Evolution 28"
Kohatius coppensi,144167,144167,Kohatius coppensi,,144167,species,40812,1980,29559,extinct,2,Omomyidae,Kohatius,"D. E. Russell and P. D. Gingerich. 1980. Un nouveau Primate omomyide dans l'Eocène du Pakistan. Comptes Rendus de l'Académie de Paris, Paris, Série D 291:621-624"
Strigorhysis bridgerensis,51826,51826,Strigorhysis bridgerensis,,51826,species,40828,1982,1404,extinct,2,Omomyidae,Strigorhysis,"J. G. Eaton. 1982. Paleontology and correlation of Eocene volcanic rocks in the Carter Mountain area, Park County, southeastern Absaroka Range, Wyoming. Contributions to Geology, University of Wyoming 21(2):153-194"
Strigorhysis huerfanensis,51827,51827,Strigorhysis huerfanensis,,51827,species,40828,1987,1123,extinct,1,Omomyidae,Strigorhysis,"T. M. Bown and K. D. Rose. 1987. Patterns of Dental Evolution in Early Eocene Anaptomorphine Primates (Omomyidae) from the Bighorn Basin, Wyoming. Paleontological Society Memoir 23:1-162"
Strigorhysis rugosus,51828,51828,Strigorhysis rugosus,,51828,species,40828,1982,3354,extinct,1,Omomyidae,Strigorhysis,F. S. Szalay. 1982. A Critique of Some Recently Proposed Paleogene Primate Taxa and Suggested Relationships. Folia Primatologica 37
Tarkops mckennai,146440,146440,Tarkops mckennai,,146440,species,146439,2009,29863,extinct,1,Omomyidae,Tarkops,"X. Ni, J. Meng, and K. C. Beard, D. L. Gebo, Y. Wang, C. Li. 2009. A new tarkadectine primate from the Eocene of Inner Mongolia, China: Phylogenetic and biogeographic implications. Proceedings of the Royal Society B (Biological Sciences)"
Tarkadectes montanensis,52080,52080,Tarkadectes montanensis,,52080,species,52079,2002,6294,extinct,1,Omomyidae,Tarkadectes,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Tarka stylifera,52078,52078,Tarka stylifera,,52078,species,40328,2002,6294,extinct,1,Omomyidae,Tarka,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Archicebus achilles,345141,345141,Archicebus achilles,,345141,species,345140,2013,59831,extinct,1,Archicebidae,Archicebus,"X. Ni, D. L. Gebo, and M. Dagosto, J. Meng, P. Tafforeau, J. J. Flynn, K. C. Beard. 2013. The oldest known primate skeleton and early haplorhine evolution. Nature 498:60-64"
Rooneyia viejaensis,51372,51372,Rooneyia viejaensis,,51372,species,40823,1966,3660,extinct,1,NO_FAMILY_SPECIFIED,Rooneyia,"J. A. Wilson. 1966. A new primate from the earliest Oligocene, west Texas, preliminary report. Folia Primatologica 4"
Primates,143144,143144,Pliopithecus posthumus,nomen dubium,40700,order,40700,1999,29410,extinct,0,NO_FAMILY_SPECIFIED,NO_GENUS_SPECIFIED,"T. Harrison and Y. Gu. 1999. Taxonomy and phylogenetic relationships of early Miocene catarrhines from Sihong, China. 37(2):225-277"
Nosmips aenigmaticus,343227,343227,Nosmips aenigmaticus,,343227,species,343225,2010,59477,extinct,1,NO_FAMILY_SPECIFIED,Nosmips,"E. R. Seiffert, E. L. Simons, and D. M. Boyer, J. M. G. Perry, T. M. Ryan, H. M. Sallam. 2010. A fossil primate of uncertain affinities from the earliest late Eocene of Egypt. Proceedings of the National Academy of Sciences 107(21):9712-9717"
Primates,104120,104120,Simia apedia,nomen dubium,40700,order,40700,1758,12782,extant,0,NO_FAMILY_SPECIFIED,NO_GENUS_SPECIFIED,"C. Linnaeus. 1758. Systema Naturae per Regna Tria Naturae, Secundum Classes, Ordines, Genera, Species, cum Characteribus, Differentiis, Synonymis, Locis. Editio Decima 1:1-824"
Berruvius lasseroni,144001,144001,Berruvius lasseroni,,144001,species,40715,1999,10304,extinct,5,NO_FAMILY_SPECIFIED,Berruvius,"J. J. Hooker, D. E. Russell, and A. Phelzion. 1999. A new family of Plesiadapiformes (Mammalia) from the Old World Lower Paleogene. Palaeontology 42(3):377-407"
Dianomomys ambiguus,348350,348350,Dianomomys ambiguus,,348350,species,348349,2006,61143,extinct,1,Paromomyidae,Dianomomys,"Y. Tong and J. Wang. 2006. Fossil Mammals from the Early Eocene Wutu Formation of Shandong Province. Palaeontologica Sinica, New Series C 192(28):1-195"
Paromomyidae,50328,50328,Phenacolemur leonardi,nomen dubium,40312,family,40312,1990,3309,extinct,0,Paromomyidae,NO_GENUS_SPECIFIED,"J. E. Storer. 1990. Primates of the Lac Pelletier Lower Fauna (Eocene: Duchesnean), Saskatchewan. Canadian Journal of Earth Sciences 27"
Paromomys maturus,50016,50016,Paromomys maturus,,50016,species,40317,2002,6294,extinct,8,Paromomyidae,Paromomys,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Paromomys alticuspis,50014,50014,Paromomys alticuspis,,50014,species,40317,2002,6294,extinct,0,Paromomyidae,Paromomys,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Paromomys depressidens,50015,50015,Paromomys depressidens,,50015,species,40317,2002,6294,extinct,12,Paromomyidae,Paromomys,J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.
Paromomys farrandi,385154,385154,Paromomys farrandi,,385154,species,40317,2009,42805,extinct,0,Paromomyidae,Paromomys,"W. Clemens and G. Wilson. 2009. Early Torrejonian mammalian local faunas from northeastern Montana.  In L. B. Albright, III (eds.), Museum of Northern Arizona Bulletin"
Simpsonlemur citatus,50323,51577,Simpsonlemur citatus,,50323,species,40320,1915,2471,extinct,3,Paromomyidae,Simpsonlemur,"W. D. Matthew. 1915. A revision of the Lower Eocene Wasatch and Wind River faunas. \r\nPart IV. - Entelonychia, Primates, Insectivora (part). Bulletin of the American Museum of Natural History 34(14):429-483"
Simpsonlemur jepseni,50327,51578,Simpsonlemur jepseni,,50327,species,40320,1971,1358,extinct,11,Paromomyidae,Simpsonlemur,"E. Delson. 1971. Fossil mammals of the early Wasatchian Powder River local fauna, Eocene of northeast. Bulletin of the American Museum of Natural History 146(4)"
Elwynella oreas,46071,46071,Elwynella oreas,,46071,species,40315,1982,2963,extinct,2,Paromomyidae,Elwynella,K. D. Rose and T. M. Bown. 1982. New Plesiadapiform Primates from the Eocene of Wyoming and Montana. Journal of Vertebrate Paleontology 2(1):63-69
Ignacius fremontensis,50325,47352,Ignacius fremontensis,,50325,species,40316,1971,1622,extinct,6,Paromomyidae,Ignacius,"C. L. Gazin. 1971. Paleocene primates from the Shotgun Member of the Fort Union Formation in the Wind River Basin, Wyoming. Proceedings of the Biological Society of Washington 84(3):13-38"
Ignacius frugivorus,47353,47353,Ignacius frugivorus,,47353,species,40316,1921,2481,extinct,30,Paromomyidae,Ignacius,W. D. Matthew and W. Granger. 1921. New genera of Paleocene mammals. American Museum Novitates 13:1-7
Ignacius clarkforkensis,92580,92580,Ignacius clarkforkensis,,92580,species,40316,2007,19720,extinct,2,Paromomyidae,Ignacius,"J. I. Bloch, M. T. Silcox, and D. M. Boyer, E. J. Sargis. 2007. New Paleocene skeletons and the relationship of plesiadapiformes to crown-clade primates. Proceedings of the National Academy of Sciences, USA 104(4):1159-1164"
