county,county_name,district,district_name,k12_enrollment,reduced,free,total_reduced_free,percent_reduced_free,year
85,,4617,Nevada,"1,495",,,372,24.9%,2005
11,,4644,Newell-Fonda,456,,,127,27.9%,2005
19,,4662,New Hampton,"1,108",,,256,23.1%,2005
44,,4689,New London,518,,,202,39.0%,2005
87,,4698,New Market,77,,,39,50.6%,2005
50,,4725,Newton,"3,316",,,951,28.7%,2005
65,,4751,Nishna Valley,305,,,121,39.7%,2005
34,,4761,Nora Springs-Rock Falls,447,,,113,25.3%,2005
98,,4772,North Central,515,,,153,29.7%,2005
23,,4773,Northeast,696,,,146,21.0%,2005
33,,4774,North Fayette,"1,014",,,348,34.3%,2005
40,,4775,Northeast Hamilton,301,,,57,18.9%,2005
62,,4776,North Mahaska,574,,,179,31.2%,2005
57,,4777,North Linn,733,,,157,21.4%,2005
55,,4778,North Kossuth,327,,,113,34.6%,2005
77,,4779,North Polk,"1,051",,,90,8.6%,2005
82,,4784,North Scott,"3,026",,,313,10.3%,2005
86,,4785,North Tama County,541,,,113,20.9%,2005
96,,4787,North Winneshiek,189,,,61,32.3%,2005
98,,4788,Northwood-Kensett,517,,,155,30.0%,2005
91,,4797,Norwalk,"2,365",,,307,13.0%,2005
81,,4860,Odebolt-Arthur,365,,,145,39.7%,2005
33,,4869,Oelwein,"1,373",,,597,43.5%,2005
8,,4878,Ogden,800,,,217,27.1%,2005
30,,4890,Okoboji,952,,,246,25.8%,2005
53,,4905,Olin Consolidated,243,,,118,48.6%,2005
1,,4978,Orient-Macksburg,263,,,70,26.6%,2005
66,,4995,Osage,"1,001",,,198,19.8%,2005
62,,5013,Oskaloosa,"2,344",,,823,35.1%,2005
90,,5049,Ottumwa,"4,993",,,"2,383",47.7%,2005
39,,5121,Panorama,805,,,197,24.5%,2005
37,,5139,Paton-Churdan,154,,,77,50.0%,2005
50,,5160,PCM,"1,004",,,161,16.0%,2005
54,,5163,Pekin,753,,,246,32.7%,2005
63,,5166,Pella,"2,139",,,303,14.2%,2005
25,,5184,Perry,"1,766",,,"1,003",56.8%,2005
82,,5250,Pleasant Valley,"3,353",,,313,9.3%,2005
63,,5256,Pleasantville,741,,,226,30.5%,2005
76,,5283,Pocahontas Area,626,,,214,34.2%,2005
13,,5301,Pomeroy-Palmer,224,,,88,39.3%,2005
3,,5310,Postville,565,,,299,52.9%,2005
94,,5325,Prairie Valley,757,,,223,29.5%,2005
2,,5328,Prescott,38,,,20,52.6%,2005
49,,5337,Preston,346,,,77,22.3%,2005
69,,5463,Red Oak,"1,262",,,526,41.7%,2005
75,,5486,Remsen-Union,367,,,74,20.2%,2005
45,,5508,Riceville,408,,,113,27.7%,2005
78,,5510,Riverside,660,,,188,28.5%,2005
84,,5607,Rock Valley,626,,,177,28.3%,2005
17,,5616,Rockwell-Swaledale,358,,,79,22.1%,2005
13,,5625,Rockwell City-Lytton,542,,,160,29.5%,2005
85,,5643,Roland-Story,"1,061",,,134,12.6%,2005
34,,5697,Rudd-Rockford-Marble Rk,588,,,209,35.5%,2005
59,,5715,Russell,160,,,81,50.6%,2005
74,,5724,Ruthven-Ayrshire,243,,,99,40.7%,2005
81,,5742,Sac,519,,,175,33.7%,2005
66,,5751,St Ansgar,741,,,164,22.1%,2005
77,,5805,Saydel,"1,457",,,620,42.6%,2005
81,,5823,Schaller-Crestland,430,,,166,38.6%,2005
24,,5832,Schleswig,187,,,68,36.4%,2005
55,,5868,Sentral,185,,,93,50.3%,2005
97,,5877,Sergeant Bluff-Luton,"1,471",,,295,20.1%,2005
93,,5895,Seymour,347,,,140,40.3%,2005
35,,5922,Sheffield-Chapin,346,,,75,21.7%,2005
71,,5949,Sheldon,"1,028",,,287,27.9%,2005
73,,5976,Shenandoah,"1,112",,,445,40.0%,2005
72,,5994,Sibley-Ocheyedan,865,,,242,28.0%,2005
36,,6003,Sidney,410,,,169,41.2%,2005
54,,6012,Sigourney,679,,,236,34.8%,2005
84,,6030,Sioux Center,967,,,267,27.6%,2005
11,,6035,Sioux Central,592,,,173,29.2%,2005
97,,6039,Sioux City,"13,879",,,"6,670",48.1%,2005
13,,6091,Southern Cal,522,,,197,37.7%,2005
21,,6092,South Clay,64,,,20,31.3%,2005
52,,6093,Solon,"1,218",,,70,5.7%,2005
91,,6094,Southeast Warren,575,,,129,22.4%,2005
40,,6095,South Hamilton,720,,,168,23.3%,2005
94,,6096,Southeast Webster Grand,647,,,226,34.9%,2005
73,,6097,South Page,293,,,89,30.4%,2005
86,,6098,South Tama County,"1,679",,,750,44.7%,2005
71,,6099,South O'Brien,706,,,169,23.9%,2005
96,,6100,South Winneshiek,598,,,143,23.9%,2005
77,,6101,Southeast Polk,"5,211",,,900,17.3%,2005
21,,6102,Spencer,"2,058",,,617,30.0%,2005
30,,6120,Spirit Lake,"1,302",,,225,17.3%,2005
57,,6138,Springville,456,,,82,18.0%,2005
69,,6165,Stanton,305,,,63,20.7%,2005
33,,6175,Starmont,751,,,257,34.2%,2005
11,,6219,Storm Lake,"2,049",,,"1,098",53.6%,2005
40,,6246,Stratford,129,,,30,23.3%,2005
39,,6264,West Central Valley,942,,,336,35.7%,2005
9,,6273,Sumner,544,,,130,23.9%,2005
30,,6345,Terril,141,,,58,41.1%,2005
16,,6408,Tipton,875,,,154,17.6%,2005
55,,6417,Titonka Consolidated,156,,,74,47.4%,2005
78,,6453,Treynor,691,,,49,7.1%,2005
78,,6460,Tri-Center,861,,,119,13.8%,2005
54,,6462,Tri-County,327,,,133,40.7%,2005
9,,6471,Tripoli,530,,,135,25.5%,2005
96,,6509,Turkey Valley,560,,,121,21.6%,2005
63,,6512,Twin Cedars,522,,,157,30.1%,2005
46,,6516,Twin Rivers,150,,,45,30.0%,2005
78,,6534,Underwood,783,,,107,13.7%,2005
7,,6536,Union,"1,247",,,329,26.4%,2005
8,,6561,United,304,,,87,28.6%,2005
77,,6579,Urbandale,"3,372",,,430,12.8%,2005
33,,6591,Valley,563,,,194,34.5%,2005
89,,6592,Van Buren,781,,,266,34.1%,2005
25,,6615,Van Meter,578,,,70,12.1%,2005
17,,6633,Ventura,362,,,90,24.9%,2005
69,,6651,Villisca,393,,,177,45.0%,2005
6,,6660,Vinton-Shellsburg,"1,799",,,624,34.7%,2005
44,,6700,Waco,554,,,206,37.2%,2005
81,,6741,Wall Lake View Auburn,523,,,172,32.9%,2005
78,,6750,Walnut,267,,,106,39.7%,2005
58,,6759,Wapello,821,,,372,45.3%,2005
9,,6762,Wapsie Valley,669,,,98,14.6%,2005
92,,6768,Washington,"1,781",,,599,33.6%,2005
7,,6795,Waterloo,"10,846",,,"4,374",40.3%,2005
25,,6822,Waukee,"4,577",,,465,10.2%,2005
9,,6840,Waverly-Shell Rock,"1,997",,,336,16.8%,2005
93,,6854,Wayne,585,,,313,53.5%,2005
40,,6867,Webster City,"1,782",,,512,28.7%,2005
74,,6921,West Bend-Mallard,330,,,78,23.6%,2005
16,,6930,West Branch,769,,,105,13.7%,2005
29,,6937,West Burlington Ind,710,,,289,40.7%,2005
33,,6943,West Central,322,,,101,31.4%,2005
28,,6950,West Delaware County,"1,646",,,413,25.1%,2005
77,,6957,West Des Moines,"8,564",,,"1,100",12.8%,2005
31,,6961,Western Dubuque,"2,889",,,697,24.1%,2005
43,,6969,West Harrison,547,,,198,36.2%,2005
70,,6975,West Liberty,"1,244",,,534,42.9%,2005
60,,6983,West Lyon,738,,,145,19.6%,2005
64,,6985,West Marshall,810,,,220,27.2%,2005
67,,6987,West Monona,677,,,246,36.3%,2005
84,,6990,West Sioux,675,,,273,40.4%,2005
97,,6992,Westwood,661,,,223,33.7%,2005
67,,7002,Whiting,231,,,93,40.3%,2005
48,,7029,Williamsburg,"1,152",,,192,16.7%,2005
70,,7038,Wilton,945,,,229,24.2%,2005
44,,7047,Winfield-Mt Union,424,,,145,34.2%,2005
61,,7056,Winterset,"1,674",,,416,24.9%,2005
41,,7083,Woden-Crystal Lake,146,,,56,38.4%,2005
43,,7092,Woodbine,489,,,148,30.3%,2005
97,,7098,Woodbury Central,618,,,138,22.3%,2005
25,,7110,Woodward-Granger,884,,,158,17.9%,2005
42,,9,AGWSR,702,,,225,32.1,2004.0
39,,18,Adair-Casey,343,,,110,32.1,2004.0
25,,27,Adel-DeSoto-Minburn,"1,483",,,268,18.1,2004.0
75,,63,Akron Westfield,626,,,184,29.4,2004.0
11,,72,Albert City-Truesdale,121,,,35,28.9,2004.0
68,,81,Albia,"1,201",,,365,30.4,2004.0
57,,99,Alburnett,605,,,49,8.1,2004.0
42,,108,Alden,184,,,75,40.8,2004.0
55,,126,Algona,"1,277",,,383,30.0,2004.0
3,,135,Allamakee,"1,452",,,541,37.3,2004.0
12,,153,Allison-Bristow,291,,,88,30.2,2004.0
11,,171,Alta,579,,,208,35.9,2004.0
85,,225,Ames,"4,427",,,783,17.7,2004.0
53,,234,Anamosa,"1,273",,,394,31.0,2004.0
49,,243,Andrew,317,,,82,25.9,2004.0
15,,252,Anita,263,,,109,41.4,2004.0
77,,261,Ankeny,"6,594",,,476,7.2,2004.0
97,,270,Anthon-Oto,338,,,131,38.8,2004.0
12,,279,Aplington-Parkersburg,834,,,196,23.5,2004.0
32,,333,Armstrong-Ringsted,410,,,153,37.3,2004.0
24,,355,Ar-We-Va,413,,,141,34.1,2004.0
15,,387,Atlantic,"1,508",,,542,35.9,2004.0
5,,414,Audubon,713,,,175,24.5,2004.0
18,,423,Aurelia,324,,,89,27.5,2004.0
78,,441,A-H-S-T,748,,,214,28.6,2004.0
85,,472,Ballard,"1,370",,,209,15.3,2004.0
47,,504,Battle Creek-Ida Grove,758,,,251,33.1,2004.0
50,,513,Baxter,398,,,94,23.6,2004.0
38,,540,BCLUW,651,,,157,24.1,2004.0
87,,549,Bedford,562,,,208,37.0,2004.0
6,,576,Belle Plaine,658,,,170,25.8,2004.0
49,,585,Bellevue,726,,,119,16.4,2004.0
99,,594,Belmond-Klemme,767,,,170,22.2,2004.0
16,,603,Bennett,189,,,34,18.0,2004.0
6,,609,Benton,"1,577",,,251,15.9,2004.0
82,,621,Bettendorf,"4,332",,,630,14.5,2004.0
90,,657,Eddyville-Blakesburg,886,,,352,39.7,2004.0
77,,720,Bondurant-Farrar,"1,042",,,161,15.5,2004.0
8,,729,Boone,"2,296",,,659,28.7,2004.0
84,,747,Boyden-Hull,632,,,176,27.8,2004.0
41,,819,West Hancock,679,,,225,33.1,2004.0
79,,846,Brooklyn-Guernsey-Malcom,666,,,160,24.0,2004.0
95,,873,North Iowa,580,,,225,38.8,2004.0
29,,882,Burlington,"4,294",,,"1,680",39.1,2004.0
15,,914,C and M,193,,,83,43.0,2004.0
35,,916,CAL,231,,,104,45.0,2004.0
23,,918,Calamus-Wheatland,561,,,145,25.8,2004.0
23,,936,Camanche,998,,,274,27.5,2004.0
90,,977,Cardinal,646,,,306,47.4,2004.0
91,,981,Carlisle,"1,519",,,314,20.7,2004.0
14,,999,Carroll,"1,783",,,450,25.2,2004.0
7,,1044,Cedar Falls,"4,403",,,784,17.8,2004.0
57,,1053,Cedar Rapids,"17,307",,,"6,073",35.1,2004.0
57,,1062,Center Point-Urbana,"1,232",,,174,14.1,2004.0
4,,1071,Centerville,"1,579",,,762,48.3,2004.0
56,,1079,Central Lee,"1,059",,,297,28.0,2004.0
22,,1080,Central,566,,,163,28.8,2004.0
23,,1082,Central Clinton,"1,566",,,354,22.6,2004.0
57,,1089,Central City,459,,,100,21.8,2004.0
27,,1093,Central Decatur,666,,,350,52.6,2004.0
60,,1095,Central Lyon,620,,,129,20.8,2004.0
59,,1107,Chariton,"1,505",,,578,38.4,2004.0
34,,1116,Charles City,"1,598",,,556,34.8,2004.0
24,,1134,Charter Oak-Ute,322,,,123,38.2,2004.0
18,,1152,Cherokee,"1,126",,,342,30.4,2004.0
73,,1197,Clarinda,"1,179",,,394,33.4,2004.0
99,,1206,Clarion-Goldfield,937,,,352,38.6,2004.0
20,,1211,Clarke,"1,390",,,563,40.5,2004.0
12,,1215,Clarksville,350,,,107,30.6,2004.0
21,,1218,Clay Central-Everly,462,,,116,25.1,2004.0
52,,1221,Clear Creek Amana,"1,361",,,263,19.3,2004.0
87,,1224,Clearfield,46,,,29,63.0,2004.0
17,,1233,Clear Lake,"1,410",,,332,23.5,2004.0
23,,1278,Clinton,"4,301",,,"1,911",44.4,2004.0
50,,1332,Colfax-Mingo,822,,,209,25.4,2004.0
57,,1337,College,"3,857",,,985,25.5,2004.0
85,,1350,Collins-Maxwell,515,,,111,21.6,2004.0
85,,1359,Colo-Nesco,530,,,130,24.5,2004.0
58,,1368,Columbus,"1,046",,,617,59.0,2004.0
14,,1413,Coon Rapids-Bayard,482,,,177,36.7,2004.0
2,,1431,Corning,580,,,211,36.4,2004.0
41,,1449,Corwith-Wesley,172,,,80,46.5,2004.0
78,,1476,Council Bluffs,"9,396",,,"4,514",48.0,2004.0
88,,1503,Creston,"1,433",,,638,44.5,2004.0
25,,1576,Dallas Center-Grimes,"1,638",,,156,9.5,2004.0
29,,1602,Danville,560,,,127,22.7,2004.0
82,,1611,Davenport,"15,987",,,"7,160",44.8,2004.0
26,,1619,Davis County,"1,223",,,434,35.5,2004.0
96,,1638,Decorah,"1,671",,,290,17.4,2004.0
48,,1647,Deep River-Millersburg,99,,,30,30.3,2004.0
23,,1675,Delwood,138,,,44,31.9,2004.0
24,,1701,Denison,"2,000",,,"1,055",52.8,2004.0
9,,1719,Denver,717,,,100,13.9,2004.0
77,,1737,Des Moines Independent,"32,194",,,"16,893",52.5,2004.0
80,,1782,Diagonal,96,,,56,58.3,2004.0
38,,1791,Dike-New Hartford,777,,,166,21.4,2004.0
99,,1854,Dows,163,,,93,57.1,2004.0
31,,1863,Dubuque,"10,241",,,"3,568",34.8,2004.0
7,,1908,Dunkerton,514,,,151,29.4,2004.0
43,,1917,Boyer Valley,506,,,194,38.3,2004.0
16,,1926,Durant,676,,,72,10.7,2004.0
99,,1944,Eagle Grove,875,,,361,41.3,2004.0
61,,1953,Earlham,603,,,71,11.8,2004.0
10,,1963,East Buchanan,553,,,163,29.5,2004.0
49,,1965,East Central,390,,,108,27.7,2004.0
37,,1967,East Greene,371,,,181,48.8,2004.0
64,,1968,East Marshall,816,,,233,28.6,2004.0
88,,1970,East Union,434,,,161,37.1,2004.0
3,,1972,Eastern Allamakee,466,,,138,29.6,2004.0
97,,1975,River Valley,490,,,175,35.7,2004.0
28,,1989,Edgewood-Colesburg,591,,,178,30.1,2004.0
42,,2007,Eldora-New Providence,674,,,295,43.8,2004.0
83,,2016,Elk Horn-Kimballton,289,,,58,20.1,2004.0
74,,2088,Emmetsburg,737,,,241,32.7,2004.0
48,,2097,English Valleys,487,,,145,29.8,2004.0
73,,2113,Essex,267,,,63,23.6,2004.0
32,,2124,Estherville Lincoln,"1,313",,,502,38.2,2004.0
5,,2151,Exira,280,,,100,35.7,2004.0
51,,2169,Fairfield,"1,959",,,621,31.7,2004.0
36,,2205,Farragut,296,,,114,38.5,2004.0
95,,2295,Forest City,"1,359",,,293,21.6,2004.0
94,,2313,Fort Dodge,"4,011",,,"1,729",43.1,2004.0
56,,2322,Fort Madison,"2,281",,,816,35.8,2004.0
19,,2349,Fredericksburg,357,,,91,25.5,2004.0
62,,2367,Fremont,122,,,36,29.5,2004.0
36,,2369,Fremont-Mills,485,,,162,33.4,2004.0
47,,2376,Galva-Holstein,522,,,131,25.1,2004.0
22,,2394,Garnavillo,231,,,82,35.5,2004.0
41,,2403,Garner-Hayfield,869,,,195,22.4,2004.0
60,,2457,George-Little Rock,485,,,139,28.7,2004.0
85,,2466,Gilbert,992,,,74,7.5,2004.0
46,,2493,Gilmore City-Bradgate,134,,,59,44.0,2004.0
86,,2502,Gladbrook-Reinbeck,745,,,145,19.5,2004.0
65,,2511,Glenwood,"2,058",,,548,26.6,2004.0
14,,2520,Glidden-Ralston,395,,,94,23.8,2004.0
74,,2556,Graettinger,256,,,93,36.3,2004.0
8,,2570,Grand,134,,,67,50.0,2004.0
12,,2664,Greene,368,,,78,21.2,2004.0
1,,2673,Nodaway Valley,815,,,212,26.0,2004.0
86,,2682,GMG,457,,,146,31.9,2004.0
79,,2709,Grinnell-Newburg,"1,773",,,471,26.6,2004.0
15,,2718,Griswold,656,,,187,28.5,2004.0
38,,2727,Grundy Center,700,,,156,22.3,2004.0
39,,2754,Guthrie Center,568,,,189,33.3,2004.0
22,,2763,Guttenberg,427,,,98,23.0,2004.0
48,,2766,H-L-V,450,,,72,16.0,2004.0
36,,2772,Hamburg,312,,,157,50.3,2004.0
35,,2781,Hampton-Dumont,"1,221",,,427,35.0,2004.0
83,,2826,Harlan,"1,629",,,413,25.4,2004.0
89,,2834,Harmony,399,,,122,30.6,2004.0
30,,2846,Harris-Lake Park,324,,,83,25.6,2004.0
71,,2862,Hartley-Melvin-Sanborn,787,,,240,30.5,2004.0
92,,2977,Highland,655,,,111,16.9,2004.0
75,,2988,Hinton,629,,,83,13.2,2004.0
45,,3029,Howard-Winneshiek,"1,411",,,452,32.0,2004.0
42,,3033,Hubbard-Radcliffe,448,,,119,26.6,2004.0
7,,3042,Hudson,790,,,135,17.1,2004.0
46,,3060,Humboldt,"1,309",,,363,27.7,2004.0
10,,3105,Independence,"1,464",,,441,30.1,2004.0
91,,3114,Indianola,"3,240",,,475,14.7,2004.0
61,,3119,Interstate 35,848,,,149,17.6,2004.0
52,,3141,Iowa City,"10,637",,,"2,430",22.8,2004.0
42,,3150,Iowa Falls,"1,107",,,355,32.1,2004.0
48,,3154,Iowa Valley,644,,,143,22.2,2004.0
83,,3168,IKM,410,,,149,36.3,2004.0
9,,3186,Janesville Consolidated,284,,,43,15.1,2004.0
37,,3195,Jefferson-Scranton,"1,216",,,375,30.8,2004.0
10,,3204,Jesup,823,,,152,18.5,2004.0
77,,3231,Johnston,"4,913",,,332,6.8,2004.0
56,,3312,Keokuk,"2,253",,,"1,199",53.2,2004.0
54,,3330,Keota,361,,,43,11.9,2004.0
75,,3348,Kingsley-Pierson,500,,,120,24.0,2004.0
63,,3375,Knoxville,"2,049",,,584,28.5,2004.0
95,,3420,Lake Mills,747,,,174,23.3,2004.0
27,,3465,Lamoni,390,,,119,30.5,2004.0
76,,3537,Laurens-Marathon,458,,,133,29.0,2004.0
97,,3555,Lawton-Bronson,608,,,97,16.0,2004.0
75,,3600,Le Mars,"2,233",,,408,18.3,2004.0
87,,3609,Lenox,352,,,154,43.8,2004.0
78,,3645,Lewis Central,"2,740",,,840,30.7,2004.0
16,,3691,North Cedar,936,,,238,25.4,2004.0
93,,3705,Lineville-Clio,78,,,37,47.4,2004.0
57,,3715,Linn-Mar,"5,079",,,636,12.5,2004.0
57,,3744,Lisbon,603,,,94,15.6,2004.0
43,,3798,Logan-Magnolia,727,,,204,28.1,2004.0
52,,3816,Lone Tree,457,,,91,19.9,2004.0
58,,3841,Louisa-Muscatine,943,,,282,29.9,2004.0
55,,3897,LuVerne,118,,,58,49.2,2004.0
50,,3906,Lynnville-Sully,491,,,63,12.8,2004.0
8,,3942,Madrid,567,,,62,10.9,2004.0
65,,3978,Malvern,380,,,116,30.5,2004.0
14,,4014,Manning,537,,,124,23.1,2004.0
13,,4023,Manson Northwest Webster,795,,,162,20.4,2004.0
67,,4033,Maple Valley,455,,,189,41.5,2004.0
49,,4041,Maquoketa,"1,637",,,662,40.4,2004.0
28,,4043,Maquoketa Valley,862,,,223,25.9,2004.0
18,,4068,Marcus-Meriden-Cleghorn,527,,,119,22.6,2004.0
57,,4086,Marion Independent,"1,945",,,439,22.6,2004.0
64,,4104,Marshalltown,"4,922",,,"2,622",53.3,2004.0
91,,4122,Martensdale-St Marys,449,,,74,16.5,2004.0
17,,4131,Mason City,"4,201",,,"1,369",32.6,2004.0
84,,4149,MOC-Floyd Valley,"1,272",,,219,17.2,2004.0
29,,4203,Mediapolis,887,,,206,23.2,2004.0
63,,4212,Melcher-Dallas,398,,,125,31.4,2004.0
17,,4266,Meservey-Thornton,162,,,47,29.0,2004.0
53,,4269,Midland,560,,,163,29.1,2004.0
92,,4271,Mid-Prairie,"1,223",,,270,22.1,2004.0
43,,4356,Missouri Valley,916,,,289,31.6,2004.0
22,,4419,MFL MarMac,959,,,289,30.1,2004.0
79,,4437,Montezuma,562,,,172,30.6,2004.0
53,,4446,Monticello,"1,055",,,254,24.1,2004.0
4,,4491,Moravia,352,,,145,41.2,2004.0
93,,4505,Mormon Trail,256,,,148,57.8,2004.0
58,,4509,Morning Sun,183,,,87,47.5,2004.0
4,,4518,Moulton-Udell,266,,,109,41.0,2004.0
80,,4527,Mount Ayr,693,,,277,40.0,2004.0
44,,4536,Mount Pleasant,"2,157",,,558,25.9,2004.0
57,,4554,Mount Vernon,"1,190",,,152,12.8,2004.0
20,,4572,Murray,349,,,154,44.1,2004.0
70,,4581,Muscatine,"5,356",,,"2,000",37.3,2004.0
19,,4599,Nashua-Plainfield,739,,,219,29.6,2004.0
85,,4617,Nevada,"1,488",,,335,22.5,2004.0
11,,4644,Newell-Fonda,475,,,141,29.7,2004.0
19,,4662,New Hampton,"1,191",,,249,20.9,2004.0
44,,4689,New London,530,,,201,37.9,2004.0
87,,4698,New Market,81,,,45,55.6,2004.0
50,,4725,Newton,"3,301",,,"1,013",30.7,2004.0
65,,4751,Nishna Valley,279,,,121,43.4,2004.0
34,,4761,Nora Springs-Rock Falls,458,,,129,28.2,2004.0
98,,4772,North Central,512,,,163,31.8,2004.0
23,,4773,Northeast,666,,,132,19.8,2004.0
33,,4774,North Fayette,"1,002",,,302,30.1,2004.0
40,,4775,Northeast Hamilton,323,,,87,26.9,2004.0
62,,4776,North Mahaska,553,,,155,28.0,2004.0
57,,4777,North Linn,726,,,152,20.9,2004.0
55,,4778,North Kossuth,336,,,129,38.4,2004.0
77,,4779,North Polk,"1,024",,,93,9.1,2004.0
82,,4784,North Scott,"3,061",,,551,18.0,2004.0
86,,4785,North Tama County,536,,,96,17.9,2004.0
96,,4787,North Winneshiek,189,,,70,37.0,2004.0
98,,4788,Northwood-Kensett,524,,,133,25.4,2004.0
91,,4797,Norwalk,"2,243",,,240,10.7,2004.0
81,,4860,Odebolt-Arthur,379,,,135,35.6,2004.0
33,,4869,Oelwein,"1,326",,,601,45.3,2004.0
8,,4878,Ogden,822,,,198,24.1,2004.0
30,,4890,Okoboji,909,,,225,24.8,2004.0
53,,4905,Olin Consolidated,254,,,121,47.6,2004.0
1,,4978,Orient-Macksburg,308,,,80,26.0,2004.0
66,,4995,Osage,"1,019",,,216,21.2,2004.0
62,,5013,Oskaloosa,"2,352",,,835,35.5,2004.0
90,,5049,Ottumwa,"4,685",,,"2,263",48.3,2004.0
39,,5121,Panorama,774,,,206,26.6,2004.0
37,,5139,Paton-Churdan,150,,,75,50.0,2004.0
50,,5160,PCM,987,,,162,16.4,2004.0
54,,5163,Pekin,752,,,228,30.3,2004.0
63,,5166,Pella,"2,095",,,305,14.6,2004.0
25,,5184,Perry,"1,791",,,927,51.8,2004.0
82,,5250,Pleasant Valley,"3,217",,,317,9.9,2004.0
63,,5256,Pleasantville,686,,,203,29.6,2004.0
76,,5283,Pocahontas Area,643,,,182,28.3,2004.0
13,,5301,Pomeroy-Palmer,235,,,88,37.4,2004.0
3,,5310,Postville,562,,,267,47.5,2004.0
94,,5325,Prairie Valley,754,,,230,30.5,2004.0
2,,5328,Prescott,33,,,18,54.5,2004.0
49,,5337,Preston,351,,,77,21.9,2004.0
69,,5463,Red Oak,"1,285",,,512,39.8,2004.0
75,,5486,Remsen-Union,373,,,56,15.0,2004.0
45,,5508,Riceville,408,,,121,29.7,2004.0
78,,5510,Riverside,678,,,163,24.0,2004.0
84,,5607,Rock Valley,608,,,191,31.4,2004.0
17,,5616,Rockwell-Swaledale,380,,,92,24.2,2004.0
13,,5625,Rockwell City-Lytton,522,,,174,33.3,2004.0
85,,5643,Roland-Story,"1,078",,,132,12.2,2004.0
34,,5697,Rudd-Rockford-Marble Rk,600,,,194,32.3,2004.0
59,,5715,Russell,144,,,78,54.2,2004.0
74,,5724,Ruthven-Ayrshire,249,,,103,41.4,2004.0
81,,5742,Sac,496,,,169,34.1,2004.0
66,,5751,St Ansgar,738,,,170,23.0,2004.0
77,,5805,Saydel,"1,424",,,597,41.9,2004.0
81,,5823,Schaller-Crestland,450,,,126,28.0,2004.0
24,,5832,Schleswig,192,,,75,39.1,2004.0
55,,5868,Sentral,195,,,80,41.0,2004.0
97,,5877,Sergeant Bluff-Luton,"1,485",,,316,21.3,2004.0
93,,5895,Seymour,327,,,155,47.4,2004.0
35,,5922,Sheffield-Chapin,349,,,73,20.9,2004.0
71,,5949,Sheldon,"1,013",,,257,25.4,2004.0
73,,5976,Shenandoah,"1,022",,,429,42.0,2004.0
72,,5994,Sibley-Ocheyedan,887,,,219,24.7,2004.0
36,,6003,Sidney,400,,,156,39.0,2004.0
54,,6012,Sigourney,669,,,215,32.1,2004.0
84,,6030,Sioux Center,970,,,273,28.1,2004.0
11,,6035,Sioux Central,579,,,164,28.3,2004.0
97,,6039,Sioux City,"13,455",,,"5,662",42.1,2004.0
13,,6091,Southern Cal,559,,,215,38.5,2004.0
21,,6092,South Clay,74,,,21,28.4,2004.0
52,,6093,Solon,"1,179",,,72,6.1,2004.0
91,,6094,Southeast Warren,578,,,139,24.0,2004.0
40,,6095,South Hamilton,706,,,161,22.8,2004.0
94,,6096,Southeast Webster,519,,,160,30.8,2004.0
73,,6097,South Page,268,,,103,38.4,2004.0
86,,6098,South Tama County,"1,751",,,800,45.7,2004.0
71,,6099,South O'Brien,713,,,210,29.5,2004.0
96,,6100,South Winneshiek,585,,,149,25.5,2004.0
77,,6101,Southeast Polk,"4,924",,,850,17.3,2004.0
21,,6102,Spencer,"2,057",,,595,28.9,2004.0
30,,6120,Spirit Lake,"1,317",,,209,15.9,2004.0
57,,6138,Springville,448,,,74,16.5,2004.0
69,,6165,Stanton,307,,,60,19.5,2004.0
22,,6175,Starmont,784,,,288,36.7,2004.0
11,,6219,Storm Lake,"1,945",,,"1,010",51.9,2004.0
40,,6246,Stratford,102,,,28,27.5,2004.0
39,,6264,West Central Valley,942,,,334,35.5,2004.0
9,,6273,Sumner,576,,,145,25.2,2004.0
30,,6345,Terril,138,,,54,39.1,2004.0
16,,6408,Tipton,852,,,149,17.5,2004.0
55,,6417,Titonka Consolidated,157,,,66,42.0,2004.0
78,,6453,Treynor,649,,,54,8.3,2004.0
78,,6460,Tri-Center,845,,,164,19.4,2004.0
54,,6462,Tri-County,329,,,111,33.7,2004.0
9,,6471,Tripoli,500,,,102,20.4,2004.0
96,,6509,Turkey Valley,579,,,120,20.7,2004.0
63,,6512,Twin Cedars,531,,,146,27.5,2004.0
46,,6516,Twin Rivers,170,,,52,30.6,2004.0
78,,6534,Underwood,773,,,102,13.2,2004.0
7,,6536,Union,"1,237",,,307,24.8,2004.0
8,,6561,United,329,,,98,29.8,2004.0
77,,6579,Urbandale,"3,308",,,370,11.2,2004.0
33,,6591,Valley,567,,,191,33.7,2004.0
89,,6592,Van Buren,742,,,276,37.2,2004.0
25,,6615,Van Meter,539,,,49,9.1,2004.0
17,,6633,Ventura,349,,,82,23.5,2004.0
69,,6651,Villisca,385,,,152,39.5,2004.0
6,,6660,Vinton-Shellsburg,"1,828",,,616,33.7,2004.0
44,,6700,Waco,501,,,170,33.9,2004.0
81,,6741,Wall Lake View Auburn,529,,,164,31.0,2004.0
78,,6750,Walnut,263,,,102,38.8,2004.0
58,,6759,Wapello,752,,,314,41.8,2004.0
9,,6762,Wapsie Valley,668,,,75,11.2,2004.0
92,,6768,Washington,"1,664",,,589,35.4,2004.0
7,,6795,Waterloo,"10,472",,,"4,694",44.8,2004.0
25,,6822,Waukee,"4,071",,,393,9.7,2004.0
