identified_name,identified_rank,difference,accepted_name,accepted_rank,max_ma,min_ma,family,genus,lng,lat,primary_reference
Smilodectes mcgrewi,species,NA,Smilodectes mcgrewi,species,50.3,46.2,Notharctidae,Smilodectes,-105.099998,37.799999,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Smilodectes mcgrewi,species,NA,Smilodectes mcgrewi,species,50.3,46.2,Notharctidae,Smilodectes,-105.099998,37.799999,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Smilodectes mcgrewi,species,NA,Smilodectes mcgrewi,species,50.3,46.2,Notharctidae,Smilodectes,-105.099998,37.799999,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Smilodectes mcgrewi,species,NA,Smilodectes mcgrewi,species,50.3,46.2,Notharctidae,Smilodectes,-105.099998,37.799999,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Smilodectes mcgrewi,species,NA,Smilodectes mcgrewi,species,50.3,46.2,Notharctidae,Smilodectes,-105.099998,37.799999,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus robinsoni,species,NA,Notharctus robinsoni,species,50.3,46.2,Notharctidae,Notharctus,-110.325279,41.769169,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus robinsoni,species,NA,Notharctus robinsoni,species,50.3,46.2,Notharctidae,Notharctus,-110.325279,41.769169,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus robinsoni,species,NA,Notharctus robinsoni,species,50.3,46.2,Notharctidae,Notharctus,-110.325279,41.769169,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Notharctus robinsoni,species,NA,Notharctus robinsoni,species,50.3,46.2,Notharctidae,Notharctus,-110.325279,41.769169,"P. D. Gingerich. 1979. Phylogeny of middle Eocene Adapidae (Mammalia, Primates) in North America: Smilodectes and Notharctus. Journal of Paleontology 53(1):153-163"
Tatmanius szalayi,species,NA,Tatmanius szalayi,species,55.8,50.3,Omomyidae,Tatmanius,-108.416664,44.233334,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Tatmanius szalayi,species,NA,Tatmanius szalayi,species,55.8,50.3,Omomyidae,Tatmanius,-108.416664,44.233334,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius advena,species,NA,Arapahovius advena,species,55.8,50.3,Omomyidae,Arapahovius,-108,44,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius advena,species,NA,Arapahovius advena,species,55.8,50.3,Omomyidae,Arapahovius,-108,44,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius advena,species,NA,Arapahovius advena,species,55.8,50.3,Omomyidae,Arapahovius,-108,44,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius advena,species,NA,Arapahovius advena,species,55.8,50.3,Omomyidae,Arapahovius,-108,44,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius advena,species,NA,Arapahovius advena,species,55.8,50.3,Omomyidae,Arapahovius,-108,44,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Steinius annectens,species,NA,Steinius annectens,species,55.8,50.3,Omomyidae,Steinius,-108.466667,44.183334,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Steinius annectens,species,NA,Steinius annectens,species,55.8,50.3,Omomyidae,Steinius,-108.466667,44.183334,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Steinius annectens,species,NA,Steinius annectens,species,55.8,50.3,Omomyidae,Steinius,-108.466667,44.183334,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Trogolemur myodes,species,NA,Trogolemur myodes,species,50.3,46.2,Omomyidae,Trogolemur,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Trogolemur myodes,species,NA,Trogolemur myodes,species,50.3,46.2,Omomyidae,Trogolemur,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Trogolemur myodes,species,NA,Trogolemur myodes,species,50.3,46.2,Omomyidae,Trogolemur,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius gazini,species,NA,Arapahovius gazini,species,55.8,50.3,Omomyidae,Arapahovius,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius gazini,species,NA,Arapahovius gazini,species,55.8,50.3,Omomyidae,Arapahovius,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Arapahovius gazini,species,NA,Arapahovius gazini,species,55.8,50.3,Omomyidae,Arapahovius,-109,41.700001,"T. M. Bown and K. D. Rose. 1991. Evolutionary relationships of a new genus and three new species of Omomyid primates (Willwood Formation, Lower Eocene, Bighorn Basin, Wyoming). Journal of Human Evolution 20(6):465-480"
Diablomomys dalquesti,species,NA,Diablomomys dalquesti,species,46.2,40.4,Omomyidae,Diablomomys,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Diablomomys dalquesti,species,NA,Diablomomys dalquesti,species,46.2,40.4,Omomyidae,Diablomomys,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Omomys carteri,species,NA,Omomys carteri,species,46.2,40.4,Omomyidae,Omomys,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Omomys carteri,species,NA,Omomys carteri,species,46.2,40.4,Omomyidae,Omomys,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Mytonius hopsoni,species,recombined as,Ourayia hopsoni,species,46.2,40.4,Omomyidae,Ourayia,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Mytonius hopsoni,species,recombined as,Ourayia hopsoni,species,46.2,40.4,Omomyidae,Ourayia,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Mytonius hopsoni,species,recombined as,Ourayia hopsoni,species,46.2,40.4,Omomyidae,Ourayia,-104.199997,29.9,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Ourayia uintensis,species,NA,Ourayia uintensis,species,46.2,40.4,Omomyidae,Ourayia,-103.199997,29.200001,B. A. Williams and E. C. Kirk. 2008. New Uintan primates from Texas and their implications for North American patterns of species richness during the Eocene. Journal of Human Evolution 55(6):927-941
Hemiacodon engardae,species,NA,Hemiacodon engardae,species,46.2,40.4,Omomyidae,Hemiacodon,-110.099998,41.083332,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Hemiacodon engardae,species,NA,Hemiacodon engardae,species,46.2,40.4,Omomyidae,Hemiacodon,-110.099998,41.083332,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Hemiacodon engardae,species,NA,Hemiacodon engardae,species,46.2,40.4,Omomyidae,Hemiacodon,-110.099998,41.083332,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Hemiacodon engardae,species,NA,Hemiacodon engardae,species,46.2,40.4,Omomyidae,Hemiacodon,-110.099998,41.083332,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Hemiacodon engardae,species,NA,Hemiacodon engardae,species,46.2,40.4,Omomyidae,Hemiacodon,-110.099998,41.083332,"P. C. Murphey and R. H. Dunn. 2009. Hemiacodon engardae, a new species of omomyid primate from the earliest Uintan Turtle Bluff Member of the Bridger Formation, southwestern Wyoming, USA. Journal of Human Evolution 57(2):123-130"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Edworthia lerbekmoi,species,NA,Edworthia lerbekmoi,species,63.3,61.7,Paromomyidae,Edworthia,-114.150002,51.049999,"R. C. Fox, C. S. Scott, and B. D. Rankin. 2010. Edworthia lerbekmoi, a new primitive paromomyid primate from the Torrejonian (early Paleocene) of Alberta, Canada. Journal of Paleontology 84(5):868-878"
Nannodectes simpsoni,species,NA,Nannodectes simpsoni,species,61.7,56.8,Plesiadapidae,Nannodectes,-108.300003,40.283333,B. J. Burger. 2007. A New Late Paleocene Vertebrate Fauna from the Ohio Creek Formation of Western Colorado. Mountain Geologist 44(3):141-150
Phoxomylus puncticuspis,species,NA,Phoxomylus puncticuspis,species,61.7,56.8,Palaechthonidae,Phoxomylus,-114.433334,51.183334,"R. C. Fox. 2011. An unusual early primate from the Paleocene Paskapoo Formation, Alberta, Canada. Acta Palaeontologica Polonica 56(1):1-10"
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
Mescalerolemur horneri,species,NA,Mescalerolemur horneri,species,46.2,40.4,NO_FAMILY_SPECIFIED,Mescalerolemur,-104.199997,29.9,E. C. Kirk and B. A. Williams. 2011. New adapiform primate of Old World affinities from the Devil’s Graveyard Formation of Texas. Journal of Human Evolution 61(2):156-168
