specimen_no,is_type,accepted_name,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
9305,,Plesiadapis churchilli,50430,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
9306,,Plesiadapis churchilli,50430,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
9307,,Plesiadapis churchilli,50430,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
9308,,Plesiadapis churchilli,50430,61.7,56.8,2156,-102.748001,49.063999,CA,Saskatchewan,,stated in text,3,small collection,"NW 1/4, Sec. 28, Tp. 1, R 6, W 2 (in Gao & Fox 1998)"
9309,,Plesiadapis churchilli,50430,,,3716,,,,,,,,,
9310,,Plesiadapis churchilli,50430,,,3716,,,,,,,,,
9311,,Plesiadapis churchilli,50430,,,3716,,,,,,,,,
9312,,Plesiadapis churchilli,50430,,,3716,,,,,,,,,
9313,,Plesiadapis churchilli,50430,,,3716,,,,,,,,,
9314,,Plesiadapis cookei,50431,56.8,55.8,2953,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
9315,,Plesiadapis cookei,50431,56.8,55.8,2953,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
9316,,Plesiadapis cookei,50431,56.8,55.8,2953,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
9317,,Plesiadapis cookei,50431,56.8,55.8,2953,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
9318,,Plesiadapis cookei,50431,56.8,55.8,2953,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Clark's Fork Basin
9319,,Plesiadapis dubius,49221,,,8850,,,,,,,,,
9320,,Plesiadapis dubius,49221,,,8850,,,,,,,,,
9321,,Plesiadapis dubius,49221,,,8850,,,,,,,,,
9322,,Plesiadapis dubius,49221,,,8850,,,,,,,,,
9323,,Plesiadapis dubius,49221,,,8850,,,,,,,,,
9324,,Plesiadapis dubius,49221,56.8,55.8,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,
9325,,Plesiadapis dubius,49221,56.8,55.8,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,
9326,,Plesiadapis dubius,49221,56.8,55.8,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,
9327,,Plesiadapis dubius,49221,56.8,55.8,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,
9328,,Plesiadapis dubius,49221,56.8,55.8,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,
9329,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
9330,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
9331,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
9332,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
9333,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
9334,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.914001,44.907501,US,Wyoming,Park,based on political unit,4,small collection,"sec 22 T57N R100W, Clark's Fork Basin: Estes 1975"
9335,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.914001,44.907501,US,Wyoming,Park,based on political unit,4,small collection,"sec 22 T57N R100W, Clark's Fork Basin: Estes 1975"
9336,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.914001,44.907501,US,Wyoming,Park,based on political unit,4,small collection,"sec 22 T57N R100W, Clark's Fork Basin: Estes 1975"
9337,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.914001,44.907501,US,Wyoming,Park,based on political unit,4,small collection,"sec 22 T57N R100W, Clark's Fork Basin: Estes 1975"
9338,,Plesiadapis fodinatus,50434,61.7,56.8,1635,-108.914001,44.907501,US,Wyoming,Park,based on political unit,4,small collection,"sec 22 T57N R100W, Clark's Fork Basin: Estes 1975"
9339,,Plesiadapis fodinatus,50434,61.7,56.8,3716,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,east flank Rock Springs Uplift
9340,,Plesiadapis fodinatus,50434,61.7,56.8,3716,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,east flank Rock Springs Uplift
9341,,Plesiadapis fodinatus,50434,61.7,56.8,3716,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,east flank Rock Springs Uplift
9342,,Plesiadapis fodinatus,50434,61.7,56.8,3716,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,small collection,east flank Rock Springs Uplift
9343,,Plesiadapis gingerichi,50436,,,8850,,,,,,,,,
9344,,Plesiadapis gingerichi,50436,,,8850,,,,,,,,,
9345,,Plesiadapis gingerichi,50436,,,8850,,,,,,,,,
9346,,Plesiadapis gingerichi,50436,,,8850,,,,,,,,,
9347,,Plesiadapis gingerichi,50436,,,8850,,,,,,,,,
9348,,Plesiadapis rex,52194,61.7,56.8,1635,-108.376747,44.723801,US,Wyoming,Big Horn,estimated from map,5,small collection,"9 mi S of Lovell\nJack Horner Res., T55N, R96W, Sect. 23"
9349,,Plesiadapis rex,52194,61.7,56.8,1635,-108.376747,44.723801,US,Wyoming,Big Horn,estimated from map,5,small collection,"9 mi S of Lovell\nJack Horner Res., T55N, R96W, Sect. 23"
9350,,Plesiadapis rex,52194,61.7,56.8,1635,-108.376747,44.723801,US,Wyoming,Big Horn,estimated from map,5,small collection,"9 mi S of Lovell\nJack Horner Res., T55N, R96W, Sect. 23"
9351,,Plesiadapis rex,52194,61.7,56.8,1635,-108.376747,44.723801,US,Wyoming,Big Horn,estimated from map,5,small collection,"9 mi S of Lovell\nJack Horner Res., T55N, R96W, Sect. 23"
9352,,Plesiadapis rex,52194,61.7,56.8,1635,-108.376747,44.723801,US,Wyoming,Big Horn,estimated from map,5,small collection,"9 mi S of Lovell\nJack Horner Res., T55N, R96W, Sect. 23"
9368,,Plesiolestes problematicus,50457,63.3,61.7,1730,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9369,,Plesiolestes problematicus,50457,63.3,61.7,1730,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9370,,Plesiolestes problematicus,50457,63.3,61.7,1730,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9371,,Plesiolestes problematicus,50457,63.3,61.7,1730,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9372,,Plesiolestes problematicus,50457,63.3,61.7,1730,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9590,holotype,Pronothodectes jepi,50863,63.3,61.7,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9591,holotype,Pronothodectes jepi,50863,63.3,61.7,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9592,holotype,Pronothodectes jepi,50863,63.3,61.7,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9593,holotype,Pronothodectes jepi,50863,63.3,61.7,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9594,holotype,Pronothodectes jepi,50863,63.3,61.7,1635,-109,44.299999,US,Wyoming,Park,based on political unit,1,small collection,Bighorn Basin
9595,,Pronothodectes matthewi,50864,63.3,61.7,1635,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
9596,,Pronothodectes matthewi,50864,63.3,61.7,1635,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
9597,,Pronothodectes matthewi,50864,63.3,61.7,1635,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
9598,,Pronothodectes matthewi,50864,63.3,61.7,1635,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
9599,,Pronothodectes matthewi,50864,63.3,61.7,1635,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
9977,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
9978,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
9979,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
9980,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
9981,,Pseudotetonius ambiguus,52188,,,1123,,,,,,,,,
10083,,Saxonella naylori,51402,,,8850,,,,,,,,,
10084,,Saxonella naylori,51402,,,8850,,,,,,,,,
10085,,Saxonella naylori,51402,,,8850,,,,,,,,,
10086,,Saxonella naylori,51402,,,8850,,,,,,,,,
10087,,Saxonella naylori,51402,,,8850,,,,,,,,,
10210,holotype,Shoshonius bowni,51542,50.3,46.2,1932,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10211,holotype,Shoshonius bowni,51542,50.3,46.2,1932,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10212,holotype,Shoshonius bowni,51542,50.3,46.2,1932,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10213,holotype,Shoshonius cooperi,51543,,,3353,,,,,,,,,
10214,holotype,Shoshonius cooperi,51543,,,3353,,,,,,,,,
10215,holotype,Shoshonius cooperi,51543,,,3353,,,,,,,,,
10296,,Smilodectes gracilis,47166,,,1733,,,,,,,,,
10297,,Smilodectes gracilis,47166,,,1733,,,,,,,,,
10298,,Smilodectes gracilis,47166,,,1733,,,,,,,,,
10299,,Smilodectes gracilis,47166,,,1733,,,,,,,,,
10300,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
10301,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
10302,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
10303,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
10304,,Smilodectes mcgrewi,51610,50.3,46.2,1638,-105.099998,37.799999,US,Colorado,Huerfano,based on political unit,1,small collection," ""a small tributary arroyo to the arroyo that runs near the Roman Catholic Church in Gardner; in NW1/4 Sec. 12, T26S, R70W"""
10305,,Smilodectes mcgrewi,51610,,,1733,,,,,,,,,
10306,,Smilodectes mcgrewi,51610,,,1733,,,,,,,,,
10307,,Smilodectes mcgrewi,51610,,,1733,,,,,,,,,
10308,,Smilodectes mcgrewi,51610,,,1733,,,,,,,,,
10309,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
10310,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
10311,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
10312,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
10313,,Smilodectes mcgrewi,51610,,,1737,,,,,,,,,
10353,holotype,Steinius vespertinus,49322,,,1123,,,,,,,,,
10354,holotype,Steinius vespertinus,49322,,,1123,,,,,,,,,
10355,holotype,Steinius vespertinus,49322,,,1123,,,,,,,,,
10356,holotype,Steinius vespertinus,49322,,,1123,,,,,,,,,
10397,holotype,Strigorhysis bridgerensis,51826,50.3,46.2,1123,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10398,holotype,Strigorhysis bridgerensis,51826,50.3,46.2,1123,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10399,holotype,Strigorhysis bridgerensis,51826,50.3,46.2,1123,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10400,holotype,Strigorhysis bridgerensis,51826,50.3,46.2,1123,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10401,holotype,Strigorhysis bridgerensis,51826,50.3,46.2,1123,-108.699997,43.700001,US,Wyoming,Hot Springs,based on political unit,1,small collection,
10515,,Teilhardina americana,52105,,,1123,,,,,,,,,
10516,,Teilhardina americana,52105,,,1123,,,,,,,,,
10517,,Teilhardina americana,52105,,,1123,,,,,,,,,
10518,,Teilhardina americana,52105,,,1123,,,,,,,,,
10519,,Teilhardina americana,52105,,,1123,,,,,,,,,
10520,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
10521,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
10522,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
10523,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
10524,,Teilhardina crassidens,52106,,,1123,,,,,,,,,
10525,holotype,Teilhardina tenuicula,52196,,,1123,,,,,,,,,
10526,holotype,Teilhardina tenuicula,52196,,,1123,,,,,,,,,
10527,holotype,Teilhardina tenuicula,52196,,,1123,,,,,,,,,
10528,holotype,Teilhardina tenuicula,52196,,,1123,,,,,,,,,
10562,holotype,Tetonius homunculus,44023,,,1123,,,,,,,,,
10563,holotype,Tetonius homunculus,44023,,,1123,,,,,,,,,
10564,holotype,Tetonius homunculus,44023,,,1123,,,,,,,,,
10638,holotype,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
10639,holotype,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
10640,holotype,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
10641,holotype,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
10642,holotype,Tinimomys graybulliensis,52321,,,1120,,,,,,,,,
10643,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
10644,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
10645,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
10646,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
10647,,Tinimomys graybulliensis,52321,,,1042,,,,,,,,,
10715,,Trogolemur myodes,52522,,,1732,,,,,,,,,
10716,,Trogolemur myodes,52522,,,1732,,,,,,,,,
10717,,Trogolemur myodes,52522,,,1732,,,,,,,,,
10718,,Trogolemur myodes,52522,,,1732,,,,,,,,,
10719,,Trogolemur myodes,52522,,,1732,,,,,,,,,
10738,,Uintasorex parvulus,52572,,,2923,,,,,,,,,
10739,,Uintasorex parvulus,52572,,,2923,,,,,,,,,
10740,,Uintasorex parvulus,52572,,,2923,,,,,,,,,
10741,,Uintasorex parvulus,52572,50.3,46.2,3350,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
10742,,Uintasorex parvulus,52572,50.3,46.2,3350,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
10743,,Uintasorex parvulus,52572,50.3,46.2,3350,-109.900002,40.200001,US,Utah,Uintah,based on political unit,1,small collection,2 mi SE of Powder Springs
10832,,Washakius insignis,52699,50.3,46.2,8850,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,
10833,,Washakius insignis,52699,50.3,46.2,8850,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,
10834,,Washakius insignis,52699,50.3,46.2,8850,-109.349998,42.416668,US,Wyoming,Sublette,stated in text,minutes,small collection,
10835,,Washakius insignis,52699,,,3596,,,,,,,,,
10836,,Washakius insignis,52699,,,3596,,,,,,,,,
10837,,Washakius insignis,52699,,,3596,,,,,,,,,
10838,,Washakius insignis,52699,,,1732,,,,,,,,,
10839,,Washakius insignis,52699,,,1732,,,,,,,,,
10840,,Washakius insignis,52699,,,1732,,,,,,,,,
10841,,Washakius insignis,52699,,,1732,,,,,,,,,
10842,,Washakius insignis,52699,,,1732,,,,,,,,,
10843,,Washakius izetti,52700,,,1932,,,,,,,,,
10844,,Washakius izetti,52700,,,1932,,,,,,,,,
10845,,Washakius izetti,52700,,,1932,,,,,,,,,
11478,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11479,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11480,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11481,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11482,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11483,holotype,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11484,,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11485,,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11486,,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11487,,Picrodus calgariensis,68067,63.3,61.7,14679,-114.099998,51,CA,Alberta,,based on nearby landmark,1,,"near Nose Creek in Calgary in SW 1/4 S23 T25 R1, W5"
11488,holotype,Picrodus canpacius,68068,61.7,56.8,14679,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
11489,holotype,Picrodus canpacius,68068,61.7,56.8,14679,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
11490,,Picrodus canpacius,68068,61.7,56.8,14679,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
11491,,Picrodus canpacius,68068,61.7,56.8,14679,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
11492,,Picrodus canpacius,68068,61.7,56.8,14679,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
